note,accord,note_frequency,accord_frequency,cooccurrence_count,p_accord_given_note,lift,p_rank,lift_rank,selected_by
Angelica Root,aromatic,66,54606,46,0.696969696969697,1.6839030897925524,1.0,2.0,P_AND_LIFT_TOP5
Angelica Root,woody,66,81432,41,0.6212121212121212,1.0064411429353959,2.0,,P_TOP5
Angelica Root,fresh spicy,66,47271,35,0.5303030303030303,1.4800380526724375,3.0,3.0,P_AND_LIFT_TOP5
Angelica Root,powdery,66,62885,34,0.5151515151515151,1.0807655147322794,4.0,,P_TOP5
Angelica Root,musky,66,41154,28,0.42424242424242425,1.360020970751398,5.0,4.0,P_AND_LIFT_TOP5
Angelica Root,green,66,29755,26,0.3939393939393939,1.7466786840001425,,1.0,LIFT_TOP5
Angelica Root,amber,66,45478,25,0.3787878787878788,1.0988496602419817,,5.0,LIFT_TOP5
Animal notes,animalic,516,18242,428,0.8294573643410853,5.99881098988704,1.0,1.0,P_AND_LIFT_TOP5
Animal notes,woody,516,81432,348,0.6744186046511628,1.0926422845027497,2.0,,P_TOP5
Animal notes,musky,516,41154,332,0.6434108527131783,2.062623166604695,3.0,5.0,P_AND_LIFT_TOP5
Animal notes,amber,516,45478,230,0.44573643410852715,1.2930649490289368,4.0,,P_TOP5
Animal notes,warm spicy,516,45319,197,0.3817829457364341,1.111423995035366,5.0,,P_TOP5
Animal notes,smoky,516,7407,105,0.20348837209302326,3.624439169735731,,2.0,LIFT_TOP5
Animal notes,leather,516,10809,136,0.26356589147286824,3.21697178851101,,3.0,LIFT_TOP5
Animal notes,oud,516,8298,81,0.1569767441860465,2.495775109721031,,4.0,LIFT_TOP5
Anise,woody,1341,81432,835,0.6226696495152871,1.0088025206374869,1.0,,P_TOP5
Anise,sweet,1341,60625,782,0.5831469052945563,1.2690238551012092,2.0,,P_TOP5
Anise,aromatic,1341,54606,682,0.5085756897837435,1.228736599515974,3.0,,P_TOP5
Anise,anis,1341,1418,627,0.46756152125279643,43.50168652953557,4.0,1.0,P_AND_LIFT_TOP5
Anise,powdery,1341,62885,606,0.4519015659955257,0.9480698672463975,5.0,,P_TOP5
Anise,soft spicy,1341,13661,559,0.4168530947054437,4.025724967754131,,2.0,LIFT_TOP5
Anise,almond,1341,3438,71,0.0529455630126771,2.0317359302683218,,3.0,LIFT_TOP5
Anise,lavender,1341,8336,161,0.12005965697240865,1.9001284242286316,,4.0,LIFT_TOP5
Anise,tobacco,1341,4372,67,0.049962714392244596,1.5076809034237943,,5.0,LIFT_TOP5
Apple,fruity,5727,43222,4368,0.7627029858564693,2.3280598982935543,1.0,1.0,P_AND_LIFT_TOP5
Apple,woody,5727,81432,3732,0.6516500785751702,1.0557544315063145,2.0,,P_TOP5
Apple,citrus,5727,59969,3078,0.5374541644840231,1.1823830299050704,3.0,,P_TOP5
Apple,fresh,5727,33478,3044,0.5315173738431989,2.0946020410757282,4.0,2.0,P_AND_LIFT_TOP5
Apple,sweet,5727,60625,2714,0.4738955823293173,1.0312749554920715,5.0,,P_TOP5
Apple,cinnamon,5727,4259,362,0.06320935917583377,1.9580208396496241,,3.0,LIFT_TOP5
Apple,green,5727,29755,2115,0.36930330015715035,1.6374452828006334,,4.0,LIFT_TOP5
Apple,aquatic,5727,8872,600,0.10476689366160294,1.5579233860206576,,5.0,LIFT_TOP5
Apple Blossom,floral,473,46586,424,0.8964059196617337,2.538591700961072,1.0,1.0,P_AND_LIFT_TOP5
Apple Blossom,fruity,473,43222,354,0.7484143763213531,2.2844456218609994,2.0,3.0,P_AND_LIFT_TOP5
Apple Blossom,fresh,473,33478,278,0.587737843551797,2.316155496140408,3.0,2.0,P_AND_LIFT_TOP5
Apple Blossom,powdery,473,62885,266,0.5623678646934461,1.1798233662877688,4.0,,P_TOP5
Apple Blossom,sweet,473,60625,263,0.5560253699788583,1.2100029205989407,5.0,,P_TOP5
Apple Blossom,aquatic,473,8872,59,0.12473572938689217,1.8548675358445317,,4.0,LIFT_TOP5
Apple Blossom,ozonic,473,5777,37,0.07822410147991543,1.7864126204336581,,5.0,LIFT_TOP5
Apple Tree,woody,54,81432,49,0.9074074074074074,1.4701132142064455,1.0,,P_TOP5
Apple Tree,floral,54,46586,38,0.7037037037037037,1.992865445190178,2.0,3.0,P_AND_LIFT_TOP5
Apple Tree,citrus,54,59969,38,0.7037037037037037,1.5481270261239912,3.0,5.0,P_AND_LIFT_TOP5
Apple Tree,sweet,54,60625,37,0.6851851851851852,1.4910759831996945,4.0,,P_TOP5
Apple Tree,fruity,54,43222,33,0.6111111111111112,1.8653437806878184,5.0,4.0,P_AND_LIFT_TOP5
Apple Tree,fresh,54,33478,31,0.5740740740740741,2.2623093551763125,,1.0,LIFT_TOP5
Apple Tree,green,54,29755,27,0.5,2.2169383296924887,,2.0,LIFT_TOP5
Apricot,fruity,1974,43222,1655,0.8383991894630193,2.559113531670356,1.0,2.0,P_AND_LIFT_TOP5
Apricot,powdery,1974,62885,1489,0.754305977710233,1.5825011948685863,2.0,,P_TOP5
Apricot,sweet,1974,60625,1401,0.709726443768997,1.544481809920722,3.0,,P_TOP5
Apricot,floral,1974,46586,1047,0.5303951367781155,1.5020613573849821,4.0,,P_TOP5
Apricot,woody,1974,81432,1020,0.5167173252279635,0.8371465359726549,5.0,,P_TOP5
Apricot,lactonic,1974,7015,504,0.2553191489361702,4.801747016272122,,1.0,LIFT_TOP5
Apricot,honey,1974,3467,95,0.04812563323201621,1.8313281777617245,,3.0,LIFT_TOP5
Apricot,coconut,1974,3269,79,0.04002026342451875,1.615134094095062,,4.0,LIFT_TOP5
Apricot,caramel,1974,4008,95,0.04812563323201621,1.5841354272205337,,5.0,LIFT_TOP5
Apricot Blossom,floral,81,46586,75,0.9259259259259259,2.622191375250234,1.0,1.0,P_AND_LIFT_TOP5
Apricot Blossom,fruity,81,43222,69,0.8518518518518519,2.6001761791405955,2.0,2.0,P_AND_LIFT_TOP5
Apricot Blossom,sweet,81,60625,63,0.7777777777777778,1.6925727376861397,3.0,3.0,P_AND_LIFT_TOP5
Apricot Blossom,powdery,81,62885,53,0.654320987654321,1.372737026337514,4.0,5.0,P_AND_LIFT_TOP5
Apricot Blossom,woody,81,81432,44,0.5432098765432098,0.8800677744909333,5.0,,P_TOP5
Apricot Blossom,white floral,81,39497,35,0.43209876543209874,1.4433194957454183,,4.0,LIFT_TOP5
Aquatic notes,aromatic,490,54606,411,0.8387755102040816,2.026510879046707,1.0,5.0,P_AND_LIFT_TOP5
Aquatic notes,marine,490,4326,379,0.773469387755102,23.588491984866067,2.0,1.0,P_AND_LIFT_TOP5
Aquatic notes,woody,490,81432,276,0.563265306122449,0.9125600726585948,3.0,,P_TOP5
Aquatic notes,citrus,490,59969,269,0.5489795918367347,1.207738624139479,4.0,,P_TOP5
Aquatic notes,fresh spicy,490,47271,172,0.3510204081632653,0.9796730013957732,5.0,,P_TOP5
Aquatic notes,salty,490,2520,167,0.3408163265306122,17.84281665046971,,2.0,LIFT_TOP5
Aquatic notes,aquatic,490,8872,156,0.3183673469387755,4.734243020923428,,3.0,LIFT_TOP5
Aquatic notes,ozonic,490,5777,52,0.10612244897959183,2.423530326099628,,4.0,LIFT_TOP5
Aromatic Notes,woody,345,81432,243,0.7043478260869566,1.141131357398224,1.0,,P_TOP5
Aromatic Notes,warm spicy,345,45319,171,0.4956521739130435,1.4429133763840294,2.0,,P_TOP5
Aromatic Notes,aromatic,345,54606,161,0.4666666666666667,1.1274829383828395,3.0,,P_TOP5
Aromatic Notes,amber,345,45478,152,0.4405797101449275,1.278105483077978,4.0,,P_TOP5
Aromatic Notes,citrus,345,59969,144,0.41739130434782606,0.9182483413531775,5.0,,P_TOP5
Aromatic Notes,marine,345,4326,34,0.09855072463768116,3.005500948092759,,1.0,LIFT_TOP5
Aromatic Notes,lavender,345,8336,48,0.1391304347826087,2.201952766419094,,2.0,LIFT_TOP5
Aromatic Notes,smoky,345,7407,32,0.0927536231884058,1.652083908093206,,3.0,LIFT_TOP5
Aromatic Notes,mossy,345,6173,25,0.07246376811594203,1.548703211977358,,4.0,LIFT_TOP5
Aromatic Notes,animalic,345,18242,73,0.21159420289855072,1.5302940022149871,,5.0,LIFT_TOP5
Aromatic Spices,warm spicy,102,45319,85,0.8333333333333334,2.425950852107652,1.0,1.0,P_AND_LIFT_TOP5
Aromatic Spices,woody,102,81432,80,0.7843137254901961,1.2706860915109732,2.0,5.0,P_AND_LIFT_TOP5
Aromatic Spices,amber,102,45478,55,0.5392156862745098,1.5642448104621152,3.0,3.0,P_AND_LIFT_TOP5
Aromatic Spices,powdery,102,62885,54,0.5294117647058824,1.1106828992231383,4.0,,P_TOP5
Aromatic Spices,citrus,102,59969,47,0.46078431372549017,1.0137116595208178,5.0,,P_TOP5
Aromatic Spices,animalic,102,18242,27,0.2647058823529412,1.9144088947935276,,2.0,LIFT_TOP5
Aromatic Spices,musky,102,41154,41,0.4019607843137255,1.288591297917816,,4.0,LIFT_TOP5
Artemisia,aromatic,1759,54606,1492,0.8482092097782831,2.049303026151868,1.0,4.0,P_AND_LIFT_TOP5
Artemisia,woody,1759,81432,1375,0.7816941444002274,1.2664420433087975,2.0,,P_TOP5
Artemisia,fresh spicy,1759,47271,1253,0.7123365548607163,1.988080677006501,3.0,5.0,P_AND_LIFT_TOP5
Artemisia,herbal,1759,8607,1043,0.5929505400795907,9.088877048065575,4.0,1.0,P_AND_LIFT_TOP5
Artemisia,warm spicy,1759,45319,836,0.4752700397953383,1.3835781096272861,5.0,,P_TOP5
Artemisia,bitter,1759,1034,92,0.05230244457077885,6.673367033097538,,2.0,LIFT_TOP5
Artemisia,lavender,1759,8336,289,0.1642978965321205,2.600266493460012,,3.0,LIFT_TOP5
Ash,smoky,99,7407,88,0.8888888888888888,15.832470785893225,1.0,1.0,P_AND_LIFT_TOP5
Ash,woody,99,81432,88,0.8888888888888888,1.4401109037124362,2.0,,P_TOP5
Ash,amber,99,45478,50,0.5050505050505051,1.4651328803226424,3.0,5.0,P_AND_LIFT_TOP5
Ash,warm spicy,99,45319,41,0.41414141414141414,1.2056240598353178,4.0,,P_TOP5
Ash,sweet,99,60625,40,0.40404040404040403,0.8792585650317609,5.0,,P_TOP5
Ash,balsamic,99,18162,26,0.26262626262626265,1.907734986691049,,2.0,LIFT_TOP5
Ash,animalic,99,18242,24,0.24242424242424243,1.7532633649287526,,3.0,LIFT_TOP5
Ash,earthy,99,19049,23,0.23232323232323232,1.609029557478295,,4.0,LIFT_TOP5
Assam Oud,oud,54,8298,43,0.7962962962962963,12.660324219133571,1.0,1.0,P_AND_LIFT_TOP5
Assam Oud,fresh spicy,54,47271,28,0.5185185185185185,1.4471483181686053,2.0,3.0,P_AND_LIFT_TOP5
Assam Oud,woody,54,81432,28,0.5185185185185185,0.8400646938322545,3.0,,P_TOP5
Assam Oud,rose,54,25617,24,0.4444444444444444,2.2889313953841417,4.0,2.0,P_AND_LIFT_TOP5
Assam Oud,warm spicy,54,45319,22,0.4074074074074074,1.1860204165859631,5.0,5.0,P_AND_LIFT_TOP5
Assam Oud,white floral,54,39497,21,0.3888888888888889,1.2989875461708766,,4.0,LIFT_TOP5
Atlas Cedar,woody,800,81432,731,0.91375,1.4803890055506435,1.0,,P_TOP5
Atlas Cedar,aromatic,800,54606,551,0.68875,1.664044015309673,2.0,4.0,P_AND_LIFT_TOP5
Atlas Cedar,fresh spicy,800,47271,444,0.555,1.548965539125468,3.0,,P_TOP5
Atlas Cedar,amber,800,45478,403,0.50375,1.4613601631558115,4.0,,P_TOP5
Atlas Cedar,warm spicy,800,45319,397,0.49625,1.4446537324301065,5.0,,P_TOP5
Atlas Cedar,smoky,800,7407,95,0.11875,2.115119144052923,,1.0,LIFT_TOP5
Atlas Cedar,conifer,800,1828,23,0.02875,2.0749384573304157,,2.0,LIFT_TOP5
Atlas Cedar,leather,800,10809,130,0.1625,1.9834050328430013,,3.0,LIFT_TOP5
Atlas Cedar,oud,800,8298,82,0.1025,1.6296487105326585,,5.0,LIFT_TOP5
Australian Sandalwood,woody,519,81432,462,0.8901734104046243,1.442191988833408,1.0,5.0,P_AND_LIFT_TOP5
Australian Sandalwood,powdery,519,62885,347,0.6685934489402697,1.4026800305110882,2.0,,P_TOP5
Australian Sandalwood,warm spicy,519,45319,290,0.558766859344894,1.6266491262687144,3.0,4.0,P_AND_LIFT_TOP5
Australian Sandalwood,aromatic,519,54606,270,0.5202312138728323,1.2568967521195982,4.0,,P_TOP5
Australian Sandalwood,sweet,519,60625,216,0.4161849710982659,0.9056871461772242,5.0,,P_TOP5
Australian Sandalwood,balsamic,519,18162,128,0.2466281310211946,1.7915234734955514,,1.0,LIFT_TOP5
Australian Sandalwood,iris,519,7451,50,0.09633911368015415,1.7058138864344028,,2.0,LIFT_TOP5
Australian Sandalwood,tuberose,519,3931,26,0.05009633911368015,1.6813050163489756,,3.0,LIFT_TOP5
Baie Rose,woody,66,81432,45,0.6818181818181818,1.104630522733971,1.0,,P_TOP5
Baie Rose,citrus,66,59969,35,0.5303030303030303,1.1666507493518117,2.0,5.0,P_AND_LIFT_TOP5
Baie Rose,sweet,66,60625,33,0.5,1.088082474226804,3.0,,P_TOP5
Baie Rose,aromatic,66,54606,30,0.45454545454545453,1.0981976672560125,4.0,,P_TOP5
Baie Rose,musky,66,41154,29,0.4393939393939394,1.4085931482782337,5.0,2.0,P_AND_LIFT_TOP5
Baie Rose,soft spicy,66,13661,24,0.36363636363636365,3.511788701745513,,1.0,LIFT_TOP5
Baie Rose,amber,66,45478,28,0.42424242424242425,1.2307116194710197,,3.0,LIFT_TOP5
Baie Rose,vanilla,66,34562,21,0.3181818181818182,1.2145630250774628,,4.0,LIFT_TOP5
Balsam Fir,woody,727,81432,689,0.9477303988995873,1.5354414913894114,1.0,,P_TOP5
Balsam Fir,aromatic,727,54606,624,0.8583218707015131,2.0737355675502807,2.0,4.0,P_AND_LIFT_TOP5
Balsam Fir,fresh spicy,727,47271,598,0.8225584594222833,2.295702175786039,3.0,2.0,P_AND_LIFT_TOP5
Balsam Fir,amber,727,45478,323,0.4442916093535076,1.2888735657242678,4.0,,P_TOP5
Balsam Fir,warm spicy,727,45319,296,0.40715268225584594,1.1852788757477826,5.0,,P_TOP5
Balsam Fir,conifer,727,1828,206,0.2833562585969739,20.45032341176081,,1.0,LIFT_TOP5
Balsam Fir,mossy,727,6173,76,0.10453920220082531,2.2342227355183675,,3.0,LIFT_TOP5
Balsam Fir,lavender,727,8336,83,0.11416781292984869,1.8068809452777037,,5.0,LIFT_TOP5
Balsamic Notes,woody,415,81432,300,0.7228915662650602,1.1711745301275838,1.0,,P_TOP5
Balsamic Notes,amber,415,45478,220,0.5301204819277109,1.537859958237453,2.0,,P_TOP5
Balsamic Notes,warm spicy,415,45319,207,0.4987951807228916,1.4520631124422667,3.0,,P_TOP5
Balsamic Notes,sweet,415,60625,197,0.4746987951807229,1.0330228791454479,4.0,,P_TOP5
Balsamic Notes,powdery,415,62885,193,0.4650602409638554,0.975676196077943,5.0,,P_TOP5
Balsamic Notes,smoky,415,7407,63,0.15180722891566265,2.703918956506463,,1.0,LIFT_TOP5
Balsamic Notes,leather,415,10809,77,0.1855421686746988,2.26464782248617,,2.0,LIFT_TOP5
Balsamic Notes,cinnamon,415,4259,27,0.06506024096385542,2.0153551515288672,,3.0,LIFT_TOP5
Balsamic Notes,oud,415,8298,52,0.12530120481927712,1.9921653352382778,,4.0,LIFT_TOP5
Balsamic Notes,animalic,415,18242,101,0.2433734939759036,1.7601285528034736,,5.0,LIFT_TOP5
Bamboo,woody,618,81432,580,0.9385113268608414,1.5205054444536645,1.0,,P_TOP5
Bamboo,citrus,618,59969,357,0.5776699029126213,1.2708564473521675,2.0,,P_TOP5
Bamboo,fresh,618,33478,306,0.49514563106796117,1.9512683883982351,3.0,4.0,P_AND_LIFT_TOP5
Bamboo,floral,618,46586,296,0.47896440129449835,1.3564112278964318,4.0,,P_TOP5
Bamboo,aromatic,618,54606,296,0.47896440129449835,1.1571946940406397,5.0,,P_TOP5
Bamboo,ozonic,618,5777,85,0.13754045307443366,3.1410268260533205,,1.0,LIFT_TOP5
Bamboo,aquatic,618,8872,102,0.1650485436893204,2.4543343517732237,,2.0,LIFT_TOP5
Bamboo,earthy,618,19049,176,0.284789644012945,1.9724026318771501,,3.0,LIFT_TOP5
Bamboo,marine,618,4326,35,0.05663430420711974,1.727176087389114,,5.0,LIFT_TOP5
Bamboo Leaf,woody,68,81432,65,0.9558823529411765,1.5486486740289986,1.0,4.0,P_AND_LIFT_TOP5
Bamboo Leaf,citrus,68,59969,40,0.5882352941176471,1.2940999908776398,2.0,,P_TOP5
Bamboo Leaf,aromatic,68,54606,35,0.5147058823529411,1.2435473585104848,3.0,,P_TOP5
Bamboo Leaf,floral,68,46586,33,0.4852941176470588,1.3743367737340932,4.0,5.0,P_AND_LIFT_TOP5
Bamboo Leaf,fresh spicy,68,47271,32,0.47058823529411764,1.3133783055647847,5.0,,P_TOP5
Bamboo Leaf,earthy,68,19049,25,0.36764705882352944,2.546258410971087,,1.0,LIFT_TOP5
Bamboo Leaf,fresh,68,33478,29,0.4264705882352941,1.6806339896613405,,2.0,LIFT_TOP5
Bamboo Leaf,green,68,29755,25,0.36764705882352944,1.6301017130091828,,3.0,LIFT_TOP5
Banana,sweet,327,60625,311,0.9510703363914373,2.069685929569028,1.0,,P_TOP5
Banana,fruity,327,43222,295,0.9021406727828746,2.753676807187188,2.0,5.0,P_AND_LIFT_TOP5
Banana,tropical,327,6512,213,0.6513761467889908,13.1965686495503,3.0,1.0,P_AND_LIFT_TOP5
Banana,vanilla,327,34562,159,0.48623853211009177,1.8560687906164113,4.0,,P_TOP5
Banana,woody,327,81432,151,0.4617737003058104,0.7481310084652909,5.0,,P_TOP5
Banana,coconut,327,3269,73,0.22324159021406728,9.009563474133342,,2.0,LIFT_TOP5
Banana,lactonic,327,7015,71,0.21712538226299694,4.083442862716634,,3.0,LIFT_TOP5
Banana,caramel,327,4008,35,0.10703363914373089,3.523190621814475,,4.0,LIFT_TOP5
Banana Leaf,green,57,29755,54,0.9473684210526315,4.200514729943663,1.0,1.0,P_AND_LIFT_TOP5
Banana Leaf,fresh,57,33478,38,0.6666666666666666,2.6271979608499114,2.0,2.0,P_AND_LIFT_TOP5
Banana Leaf,sweet,57,60625,36,0.631578947368421,1.3744199674443842,3.0,4.0,P_AND_LIFT_TOP5
Banana Leaf,woody,57,81432,29,0.5087719298245614,0.8242740040985655,4.0,,P_TOP5
Banana Leaf,fruity,57,43222,27,0.47368421052631576,1.445864557279553,5.0,3.0,P_AND_LIFT_TOP5
Banana Leaf,aromatic,57,54606,21,0.3684210526315789,0.8901181092496101,,5.0,LIFT_TOP5
Bark,woody,134,81432,124,0.9253731343283582,1.4992199333424243,1.0,4.0,P_AND_LIFT_TOP5
Bark,warm spicy,134,45319,80,0.5970149253731343,1.7379946403159297,2.0,2.0,P_AND_LIFT_TOP5
Bark,amber,134,45478,68,0.5074626865671642,1.4721305299003027,3.0,5.0,P_AND_LIFT_TOP5
Bark,aromatic,134,54606,64,0.47761194029850745,1.1539271011167653,4.0,,P_TOP5
Bark,fresh spicy,134,47271,60,0.44776119402985076,1.2496696564142542,5.0,,P_TOP5
Bark,cinnamon,134,4259,31,0.23134328358208955,7.166264241132913,,1.0,LIFT_TOP5
Bark,balsamic,134,18162,32,0.23880597014925373,1.7347027663137895,,3.0,LIFT_TOP5
Barley,woody,66,81432,43,0.6515151515151515,1.0555358328346833,1.0,5.0,P_AND_LIFT_TOP5
Barley,warm spicy,66,45319,36,0.5454545454545454,1.5878951031977357,2.0,1.0,P_AND_LIFT_TOP5
Barley,sweet,66,60625,36,0.5454545454545454,1.1869990627928773,3.0,4.0,P_AND_LIFT_TOP5
Barley,aromatic,66,54606,34,0.5151515151515151,1.2446240228901475,4.0,3.0,P_AND_LIFT_TOP5
Barley,powdery,66,62885,27,0.4090909090909091,0.8582549675815161,5.0,,P_TOP5
Barley,vanilla,66,34562,26,0.3939393939393939,1.503744697714954,,2.0,LIFT_TOP5
Basil,aromatic,2857,54606,2623,0.9180959047952397,2.218151718119547,1.0,,P_TOP5
Basil,fresh spicy,2857,47271,2564,0.8974448722436121,2.5047048294958802,2.0,4.0,P_AND_LIFT_TOP5
Basil,woody,2857,81432,2142,0.7497374868743437,1.2146682709909147,3.0,,P_TOP5
Basil,green,2857,29755,1794,0.6279313965698284,2.7841703629459746,4.0,3.0,P_AND_LIFT_TOP5
Basil,citrus,2857,59969,1774,0.6209310465523277,1.3660296648543178,5.0,,P_TOP5
Basil,herbal,2857,8607,1019,0.3566678333916696,5.467083450605666,,1.0,LIFT_TOP5
Basil,anis,2857,1418,96,0.0336016800840042,3.1262832535138747,,2.0,LIFT_TOP5
Basil,lavender,2857,8336,430,0.15050752537626882,2.3820126946846383,,5.0,LIFT_TOP5
Bay Leaf,fresh spicy,678,47271,579,0.8539823008849557,2.383403883052024,1.0,,P_TOP5
Bay Leaf,aromatic,678,54606,569,0.8392330383480826,2.027616282995688,2.0,,P_TOP5
Bay Leaf,woody,678,81432,545,0.803834808259587,1.3023126811780052,3.0,,P_TOP5
Bay Leaf,citrus,678,59969,363,0.5353982300884956,1.1778600359448252,4.0,,P_TOP5
Bay Leaf,warm spicy,678,45319,301,0.443952802359882,1.2924092150166429,5.0,,P_TOP5
Bay Leaf,camphor,678,793,143,0.21091445427728614,35.089462739977755,,1.0,LIFT_TOP5
Bay Leaf,marine,678,4326,116,0.1710914454277286,5.217774941118871,,2.0,LIFT_TOP5
Bay Leaf,rum,678,1166,27,0.03982300884955752,4.505874406108168,,3.0,LIFT_TOP5
Bay Leaf,salty,678,2520,44,0.06489675516224189,3.3975511541883225,,4.0,LIFT_TOP5
Bay Leaf,mossy,678,6173,90,0.13274336283185842,2.8370049989319748,,5.0,LIFT_TOP5
Beeswax,woody,663,81432,402,0.6063348416289592,0.9823380938219447,1.0,,P_TOP5
Beeswax,beeswax,663,349,349,0.526395173453997,198.9894419306184,2.0,1.0,P_AND_LIFT_TOP5
Beeswax,sweet,663,60625,343,0.5173453996983409,1.1258289250672513,3.0,,P_TOP5
Beeswax,honey,663,3467,320,0.48265460030165913,18.366490169540782,4.0,2.0,P_AND_LIFT_TOP5
Beeswax,animalic,663,18242,302,0.4555052790346908,3.2943104628355857,5.0,3.0,P_AND_LIFT_TOP5
Beeswax,tobacco,663,4372,52,0.0784313725490196,2.3667545700805483,,4.0,LIFT_TOP5
Beeswax,smoky,663,7407,69,0.10407239819004525,1.8536886044569556,,5.0,LIFT_TOP5
Bellflower,floral,116,46586,97,0.8362068965517241,2.3681100730277116,1.0,2.0,P_AND_LIFT_TOP5
Bellflower,woody,116,81432,77,0.6637931034482759,1.0754276468456017,2.0,,P_TOP5
Bellflower,citrus,116,59969,74,0.6379310344827587,1.403429128037992,3.0,,P_TOP5
Bellflower,fresh,116,33478,72,0.6206896551724138,2.4460118945844003,4.0,1.0,P_AND_LIFT_TOP5
Bellflower,fresh spicy,116,47271,64,0.5517241379310345,1.539822841006989,5.0,,P_TOP5
Bellflower,rose,116,25617,46,0.39655172413793105,2.042279305364299,,3.0,LIFT_TOP5
Bellflower,white floral,116,39497,63,0.5431034482758621,1.814103297238638,,4.0,LIFT_TOP5
Bellflower,green,116,29755,45,0.3879310344827586,1.7200383592441721,,5.0,LIFT_TOP5
Benzoin,amber,7033,45478,5707,0.8114602587800369,2.3540162703032297,1.0,1.0,P_AND_LIFT_TOP5
Benzoin,warm spicy,7033,45319,4766,0.6776624484572729,1.9727709531315345,2.0,4.0,P_AND_LIFT_TOP5
Benzoin,woody,7033,81432,4596,0.6534906867624058,1.0587364464162023,3.0,,P_TOP5
Benzoin,sweet,7033,60625,3421,0.4864211574008247,1.05853267292191,4.0,,P_TOP5
Benzoin,vanilla,7033,34562,3330,0.47348215555239587,1.807375174527735,5.0,,P_TOP5
Benzoin,beeswax,7033,349,42,0.005971847006967155,2.257495059109389,,2.0,LIFT_TOP5
Benzoin,balsamic,7033,18162,2106,0.29944547134935307,2.175192216447536,,3.0,LIFT_TOP5
Benzoin,wine,7033,236,24,0.0034124840039812315,1.907665316293406,,5.0,LIFT_TOP5
Bergamot,citrus,36337,59969,27031,0.743897404849052,1.6365519622093985,1.0,1.0,P_AND_LIFT_TOP5
Bergamot,woody,36337,81432,26164,0.720037427415582,1.1665504690900104,2.0,,P_TOP5
Bergamot,aromatic,36337,54606,20820,0.5729697003054738,1.3843147742244652,3.0,4.0,P_AND_LIFT_TOP5
Bergamot,fresh spicy,36337,47271,19324,0.5317995431653686,1.4842147136681492,4.0,2.0,P_AND_LIFT_TOP5
Bergamot,powdery,36337,62885,18614,0.5122602306189283,1.074699725301029,5.0,,P_TOP5
Bergamot,lavender,36337,8336,3393,0.09337589784517158,1.4778169628974913,,3.0,LIFT_TOP5
Bergamot,mossy,36337,6173,2304,0.06340644522112447,1.355129162161502,,5.0,LIFT_TOP5
Berries,sweet,124,60625,100,0.8064516129032258,1.7549717326238776,1.0,2.0,P_AND_LIFT_TOP5
Berries,fruity,124,43222,96,0.7741935483870968,2.36313346996228,2.0,1.0,P_AND_LIFT_TOP5
Berries,woody,124,81432,65,0.5241935483870968,0.8492589502739669,3.0,,P_TOP5
Berries,powdery,124,62885,56,0.45161290322580644,0.9474642652871217,4.0,,P_TOP5
Berries,citrus,124,59969,51,0.4112903225806452,0.9048263645894464,5.0,,P_TOP5
Berries,rose,124,25617,32,0.25806451612903225,1.329056939255308,,3.0,LIFT_TOP5
Berries,vanilla,124,34562,42,0.3387096774193548,1.2929219299211703,,4.0,LIFT_TOP5
Berries,musky,124,41154,47,0.3790322580645161,1.2150878603890658,,5.0,LIFT_TOP5
Big Strawberry,fruity,354,43222,334,0.943502824858757,2.8799298432190974,1.0,2.0,P_AND_LIFT_TOP5
Big Strawberry,sweet,354,60625,332,0.9378531073446328,2.040923059001689,2.0,5.0,P_AND_LIFT_TOP5
Big Strawberry,powdery,354,62885,200,0.5649717514124294,1.185286207582759,3.0,,P_TOP5
Big Strawberry,woody,354,81432,165,0.4661016949152542,0.7551428997220931,4.0,,P_TOP5
Big Strawberry,floral,354,46586,142,0.4011299435028249,1.1359866364643387,5.0,,P_TOP5
Big Strawberry,caramel,354,4008,44,0.12429378531073447,4.0913370998116765,,1.0,LIFT_TOP5
Big Strawberry,tropical,354,6512,49,0.1384180790960452,2.8042839642415913,,3.0,LIFT_TOP5
Big Strawberry,lactonic,354,7015,42,0.11864406779661017,2.2313202942846444,,4.0,LIFT_TOP5
